   8.0000000e+00   4.0000000e+00   4.5040542e+08   8.7368279e+07   1.8290956e+01   1.9424364e-01   8.9030945e-01   8.7023617e-01   8.4120794e-01   7.9563192e-01   7.1534806e-01   4.0000000e+00   3.0000000e+00   1.9423008e-01   8.9048060e-01   8.7040206e-01   8.4136620e-01   7.9577823e-01   7.1547329e-01   3.7056218e+03   1.8859555e+03   4.7733184e+02   7.1361097e+01   1.0184416e+01   3.2117178e+05   1.3908505e+05   2.9043310e+04   3.3839375e+03   3.4440910e+02   1.1960541e+09   5.1475005e+08   1.0649766e+08   1.2366014e+07   1.2580169e+06
   1.6000000e+01   6.0000000e+00   4.5040542e+08   5.9606072e+07   1.7911238e+01   1.3273871e-01   8.6480595e-01   8.4005287e-01   8.0426085e-01   7.4811342e-01   6.4986410e-01   2.0000000e+00   2.0000000e+00   1.3266884e-01   8.6492026e-01   8.4016371e-01   8.0436667e-01   7.4821134e-01   6.4994796e-01   3.3327604e+03   1.5395473e+03   3.4191301e+02   4.8978643e+01   6.9524850e+00   5.9727954e+05   3.0955079e+05   8.9014151e+04   1.2196628e+04   1.2725271e+03   1.0757066e+09   4.2020188e+08   7.6284324e+07   8.4874059e+06   8.5879680e+05
   1.6000000e+01   6.0000000e+00   4.5040542e+08   5.9606072e+07   1.7911238e+01   1.3273871e-01   8.6480595e-01   8.4005287e-01   8.0426085e-01   7.4811342e-01   6.4986410e-01   4.0000000e+00   4.0000000e+00   1.3266067e-01   8.6501955e-01   8.4025678e-01   8.0445075e-01   7.4828134e-01   6.4999353e-01   3.3327604e+03   1.5395473e+03   3.4191301e+02   4.8978643e+01   6.9524850e+00   4.3573844e+05   1.7221212e+05   3.1719140e+04   3.5441075e+03   3.5879577e+02   1.0757066e+09   4.2020188e+08   7.6284324e+07   8.4874059e+06   8.5879680e+05
   3.2000000e+01   8.0000000e+00   4.5040542e+08   4.3914132e+07   1.7608374e+01   9.8032452e-02   8.4445521e-01   8.1596311e-01   7.7476909e-01   7.1020481e-01   5.9800242e-01   2.0000000e+00   2.0000000e+00   9.7886371e-02   8.4456201e-01   8.1606507e-01   7.7486403e-01   7.1028874e-01   5.9806675e-01   3.0384862e+03   1.2872938e+03   2.5939914e+02   3.6208166e+01   5.1239515e+00   7.9074497e+05   4.0758053e+05   1.1588762e+05   1.5759947e+04   1.6421428e+03   9.8072447e+08   3.5135218e+08   5.7874628e+07   6.2744369e+06   6.3292954e+05
   3.2000000e+01   8.0000000e+00   4.5040542e+08   4.3914132e+07   1.7608374e+01   9.8032452e-02   8.4445521e-01   8.1596311e-01   7.7476909e-01   7.1020481e-01   5.9800242e-01   4.0000000e+00   3.0000000e+00   9.7854585e-02   8.4461113e-01   8.1611099e-01   7.7490533e-01   7.1032276e-01   5.9808799e-01   3.0384862e+03   1.2872938e+03   2.5939914e+02   3.6208166e+01   5.1239515e+00   7.0694768e+05   3.3275864e+05   7.9576477e+04   9.8183843e+03   1.0072779e+03   9.8072447e+08   3.5135218e+08   5.7874628e+07   6.2744369e+06   6.3292954e+05
   3.2000000e+01   8.0000000e+00   4.5040542e+08   4.3914132e+07   1.7608374e+01   9.8032452e-02   8.4445521e-01   8.1596311e-01   7.7476909e-01   7.1020481e-01   5.9800242e-01   8.0000000e+00   5.0000000e+00   9.7926110e-02   8.4472635e-01   8.1622289e-01   7.7501245e-01   7.1042239e-01   5.9817467e-01   3.0384862e+03   1.2872938e+03   2.5939914e+02   3.6208166e+01   5.1239515e+00   6.2112614e+05   2.6097936e+05   5.2151472e+04   5.9813148e+03   6.0751688e+02   9.8072447e+08   3.5135218e+08   5.7874628e+07   6.2744369e+06   6.3292954e+05
   6.4000000e+01   8.0000000e+00   4.5040542e+08   4.3913977e+07   1.7608370e+01   9.8032110e-02   8.4445498e-01   8.1596284e-01   7.7476875e-01   7.1020438e-01   5.9800183e-01   2.0000000e+00   2.0000000e+00   9.7918850e-02   8.4456612e-01   8.1606993e-01   7.7486998e-01   7.1029640e-01   5.9807744e-01   3.0384828e+03   1.2872911e+03   2.5939831e+02   3.6208040e+01   5.1239335e+00   8.1158433e+05   4.2673367e+05   1.2647702e+05   1.7696230e+04   1.8532731e+03   9.8072339e+08   3.5135143e+08   5.7874442e+07   6.2744151e+06   6.3292732e+05
   6.4000000e+01   8.0000000e+00   4.5040542e+08   4.3913977e+07   1.7608370e+01   9.8032110e-02   8.4445498e-01   8.1596284e-01   7.7476875e-01   7.1020438e-01   5.9800183e-01   4.0000000e+00   3.0000000e+00   9.7818469e-02   8.4460155e-01   8.1609965e-01   7.7489146e-01   7.1030493e-01   5.9806328e-01   3.0384828e+03   1.2872911e+03   2.5939831e+02   3.6208040e+01   5.1239335e+00   6.6254437e+05   2.9489508e+05   6.4236597e+04   7.6079024e+03   7.7601246e+02   9.8072339e+08   3.5135143e+08   5.7874442e+07   6.2744151e+06   6.3292732e+05
   6.4000000e+01   8.0000000e+00   4.5040542e+08   4.3913977e+07   1.7608370e+01   9.8032110e-02   8.4445498e-01   8.1596284e-01   7.7476875e-01   7.1020438e-01   5.9800183e-01   8.0000000e+00   4.0000000e+00   9.7863054e-02   8.4466092e-01   8.1615769e-01   7.7494758e-01   7.1035804e-01   5.9811120e-01   3.0384828e+03   1.2872911e+03   2.5939831e+02   3.6208040e+01   5.1239335e+00   6.2808991e+05   2.6657728e+05   5.4041880e+04   6.2293077e+03   6.3311445e+02   9.8072339e+08   3.5135143e+08   5.7874442e+07   6.2744151e+06   6.3292732e+05
   1.2800000e+02   8.0000000e+00   4.5040542e+08   4.4658668e+07   1.7625186e+01   9.9685489e-02   8.4558241e-01   8.1729606e-01   7.7639923e-01   7.1229726e-01   6.0085130e-01   2.0000000e+00   2.0000000e+00   9.9562614e-02   8.4569234e-01   8.1740171e-01   7.7649870e-01   7.1238701e-01   6.0092375e-01   3.0545767e+03   1.3005523e+03   2.6342176e+02   3.6816059e+01   5.2107388e+00   8.0573519e+05   4.2133912e+05   1.2344154e+05   1.7131267e+04   1.7914527e+03   9.8591797e+08   3.5497094e+08   5.8772117e+07   6.3797775e+06   6.4364984e+05
